# Time-averaged data for fix amsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
1194 5.08118 5.06258 5.06921 15.213
1195 5.08862 5.06998 5.07662 15.2352
1196 5.09607 5.07738 5.08404 15.2575
1197 5.10352 5.08479 5.09147 15.2798
1198 5.11097 5.09221 5.0989 15.3021
1199 5.11843 5.09963 5.10633 15.3244
1200 5.1259 5.10705 5.11376 15.3467
1201 5.13336 5.11447 5.1212 15.369
1202 5.14083 5.1219 5.12865 15.3914
1203 5.14831 5.12934 5.13609 15.4137
1204 5.15579 5.13678 5.14354 15.4361
1205 5.16327 5.14422 5.151 15.4585
1206 5.17076 5.15166 5.15846 15.4809
1207 5.17825 5.15911 5.16592 15.5033
1208 5.18575 5.16657 5.17339 15.5257
1209 5.19325 5.17402 5.18086 15.5481
1210 5.20075 5.18149 5.18833 15.5706
1211 5.20826 5.18895 5.19581 15.593
1212 5.21577 5.19642 5.20329 15.6155
1213 5.22328 5.20389 5.21078 15.638
1214 5.2308 5.21137 5.21827 15.6604
1215 5.23833 5.21885 5.22577 15.6829
1216 5.24586 5.22634 5.23326 15.7055
1217 5.25339 5.23383 5.24077 15.728
1218 5.26092 5.24132 5.24827 15.7505
1219 5.26846 5.24882 5.25578 15.7731
1220 5.27601 5.25632 5.2633 15.7956
1221 5.28356 5.26383 5.27081 15.8182
1222 5.29111 5.27133 5.27834 15.8408
1223 5.29866 5.27885 5.28586 15.8634
1224 5.30622 5.28636 5.29339 15.886
1225 5.31379 5.29389 5.30092 15.9086
1226 5.32136 5.30141 5.30846 15.9312
1227 5.32893 5.30894 5.316 15.9539
1228 5.3365 5.31647 5.32355 15.9765
1229 5.34408 5.32401 5.3311 15.9992
1230 5.35166 5.33155 5.33865 16.0219
1231 5.35925 5.33909 5.34621 16.0446
1232 5.36684 5.34664 5.35377 16.0673
1233 5.37444 5.3542 5.36133 16.09
1234 5.38203 5.36175 5.3689 16.1127
1235 5.38964 5.36931 5.37648 16.1354
1236 5.39724 5.37688 5.38405 16.1582
1237 5.40485 5.38444 5.39163 16.1809
1238 5.41247 5.39202 5.39922 16.2037
1239 5.42008 5.39959 5.40681 16.2265
1240 5.4277 5.40717 5.4144 16.2493
1241 5.43533 5.41475 5.42199 16.2721
1242 5.44296 5.42234 5.42959 16.2949
1243 5.45059 5.42993 5.4372 16.3177
1244 5.45823 5.43752 5.44481 16.3406
1245 5.46587 5.44512 5.45242 16.3634
1246 5.47351 5.45272 5.46003 16.3863
1247 5.48116 5.46033 5.46765 16.4091
1248 5.48881 5.46794 5.47527 16.432
1249 5.49646 5.47555 5.4829 16.4549
1250 5.50412 5.48317 5.49053 16.4778
1251 5.51179 5.49079 5.49817 16.5007
1252 5.51945 5.49842 5.5058 16.5237
1253 5.52712 5.50604 5.51345 16.5466
1254 5.5348 5.51368 5.52109 16.5696
1255 5.54248 5.52131 5.52874 16.5925
1256 5.55016 5.52895 5.5364 16.6155
1257 5.55785 5.5366 5.54405 16.6385
1258 5.56554 5.54424 5.55172 16.6615
1259 5.57323 5.5519 5.55938 16.6845
1260 5.58093 5.55955 5.56705 16.7075
1261 5.58863 5.56721 5.57472 16.7306
1262 5.59633 5.57487 5.5824 16.7536
1263 5.60404 5.58254 5.59008 16.7767
1264 5.61176 5.59021 5.59776 16.7997
1265 5.61947 5.59788 5.60545 16.8228
1266 5.62719 5.60556 5.61314 16.8459
1267 5.63491 5.61324 5.62084 16.869
1268 5.64264 5.62093 5.62854 16.8921
1269 5.65037 5.62862 5.63624 16.9152
1270 5.65811 5.63631 5.64395 16.9384
1271 5.66584 5.64401 5.65166 16.9615
1272 5.67359 5.65171 5.65937 16.9847
1273 5.68133 5.65941 5.66709 17.0078
1274 5.68908 5.66712 5.67481 17.031
1275 5.69683 5.67483 5.68253 17.0542
1276 5.70459 5.68255 5.69026 17.0774
1277 5.71235 5.69026 5.69799 17.1006
1278 5.72011 5.69799 5.70573 17.1238
1279 5.72788 5.70571 5.71347 17.1471
1280 5.73565 5.71344 5.72121 17.1703
1281 5.74342 5.72118 5.72896 17.1936
1282 5.7512 5.72892 5.73671 17.2168
1283 5.75898 5.73666 5.74446 17.2401
1284 5.76677 5.7444 5.75222 17.2634
1285 5.77456 5.75215 5.75998 17.2867
1286 5.78235 5.7599 5.76774 17.31
1287 5.79014 5.76766 5.77551 17.3333
1288 5.79794 5.77542 5.78328 17.3566
1289 5.80574 5.78318 5.79106 17.38
1290 5.81355 5.79095 5.79884 17.4033
1291 5.82136 5.79872 5.80662 17.4267
1292 5.82917 5.80649 5.81441 17.4501
1293 5.83699 5.81427 5.8222 17.4735
1294 5.84481 5.82205 5.82999 17.4969
1295 5.85263 5.82984 5.83779 17.5203
1296 5.86046 5.83762 5.84559 17.5437
1297 5.86829 5.84542 5.85339 17.5671
1298 5.87613 5.85321 5.8612 17.5905
1299 5.88396 5.86101 5.86901 17.614
1300 5.89181 5.86881 5.87682 17.6374
1301 5.89965 5.87662 5.88464 17.6609
1302 5.9075 5.88443 5.89246 17.6844
1303 5.91535 5.89224 5.90029 17.7079
1304 5.92321 5.90006 5.90812 17.7314
1305 5.93107 5.90788 5.91595 17.7549
1306 5.93893 5.9157 5.92379 17.7784
1307 5.9468 5.92353 5.93163 17.8019
1308 5.95467 5.93136 5.93947 17.8255
1309 5.96254 5.93919 5.94732 17.849
1310 5.97042 5.94703 5.95517 17.8726
1311 5.9783 5.95487 5.96302 17.8962
1312 5.98619 5.96272 5.97088 17.9198
1313 5.99407 5.97057 5.97874 17.9434
1314 6.00197 5.97842 5.9866 17.967
1315 6.00986 5.98627 5.99447 17.9906
1316 6.01776 5.99413 6.00234 18.0142
1317 6.02567 6.002 6.01022 18.0379
1318 6.03357 6.00986 6.0181 18.0615
1319 6.04148 6.01773 6.02598 18.0852
1320 6.0494 6.02561 6.03387 18.1089
1321 6.05732 6.03348 6.04176 18.1326
1322 6.06524 6.04136 6.04965 18.1562
1323 6.07316 6.04925 6.05755 18.18
1324 6.08109 6.05714 6.06545 18.2037
1325 6.08902 6.06503 6.07335 18.2274
1326 6.09696 6.07292 6.08126 18.2511
1327 6.1049 6.08082 6.08917 18.2749
1328 6.11284 6.08872 6.09708 18.2986
1329 6.12079 6.09663 6.105 18.3224
1330 6.12874 6.10454 6.11292 18.3462
1331 6.13669 6.11245 6.12085 18.37
1332 6.14465 6.12037 6.12878 18.3938
1333 6.15261 6.12829 6.13671 18.4176
1334 6.16058 6.13621 6.14465 18.4414
1335 6.16855 6.14414 6.15259 18.4653
1336 6.17652 6.15207 6.16053 18.4891
1337 6.18449 6.16 6.16847 18.513
1338 6.19247 6.16794 6.17642 18.5368
1339 6.20046 6.17588 6.18438 18.5607
1340 6.20844 6.18382 6.19233 18.5846
1341 6.21643 6.19177 6.20029 18.6085
1342 6.22443 6.19972 6.20826 18.6324
1343 6.23243 6.20768 6.21622 18.6563
1344 6.24043 6.21564 6.22419 18.6803
1345 6.24843 6.2236 6.23217 18.7042
1346 6.25644 6.23156 6.24014 18.7282
1347 6.26446 6.23953 6.24812 18.7521
1348 6.27247 6.24751 6.25611 18.7761
1349 6.28049 6.25548 6.26409 18.8001
1350 6.28852 6.26346 6.27209 18.8241
1351 6.29655 6.27145 6.28008 18.8481
1352 6.30458 6.27943 6.28808 18.8721
1353 6.31261 6.28742 6.29608 18.8961
1354 6.32065 6.29542 6.30408 18.9202
1355 6.3287 6.30342 6.31209 18.9442
1356 6.33674 6.31142 6.3201 18.9683
1357 6.34479 6.31942 6.32812 18.9923
1358 6.35285 6.32743 6.33614 19.0164
1359 6.36091 6.33544 6.34416 19.0405
1360 6.36897 6.34346 6.35218 19.0646
1361 6.37703 6.35147 6.36021 19.0887
1362 6.3851 6.3595 6.36824 19.1128
1363 6.39317 6.36752 6.37628 19.137
1364 6.40125 6.37555 6.38432 19.1611
1365 6.40933 6.38358 6.39236 19.1853
1366 6.41741 6.39162 6.40041 19.2094
1367 6.42549 6.39966 6.40846 19.2336
1368 6.43358 6.4077 6.41651 19.2578
1369 6.44168 6.41574 6.42456 19.282
1370 6.44977 6.42379 6.43262 19.3062
1371 6.45787 6.43184 6.44069 19.3304
1372 6.46598 6.4399 6.44875 19.3546
1373 6.47408 6.44796 6.45682 19.3789
1374 6.4822 6.45602 6.4649 19.4031
1375 6.49031 6.46409 6.47298 19.4274
1376 6.49843 6.47216 6.48106 19.4516
1377 6.50655 6.48023 6.48914 19.4759
1378 6.51467 6.48831 6.49723 19.5002
1379 6.5228 6.49639 6.50532 19.5245
1380 6.53093 6.50447 6.51341 19.5488
1381 6.53907 6.51256 6.52151 19.5731
1382 6.54721 6.52065 6.52962 19.5975
1383 6.55535 6.52874 6.53772 19.6218
1384 6.5635 6.53684 6.54583 19.6462
1385 6.57165 6.54494 6.55394 19.6705
1386 6.5798 6.55304 6.56206 19.6949
1387 6.58796 6.56115 6.57018 19.7193
1388 6.59612 6.56926 6.5783 19.7437
1389 6.60428 6.57738 6.58643 19.7681
1390 6.61245 6.58549 6.59456 19.7925
1391 6.62062 6.59362 6.60269 19.8169
1392 6.62879 6.60174 6.61083 19.8414
1393 6.63697 6.60987 6.61897 19.8658
1394 6.64515 6.618 6.62711 19.8903
1395 6.65334 6.62613 6.63526 19.9147
1396 6.66153 6.63427 6.64341 19.9392
1397 6.66972 6.64241 6.65156 19.9637
1398 6.67792 6.65056 6.65972 19.9882
1399 6.68612 6.65871 6.66788 20.0127
1400 6.69432 6.66686 6.67605 20.0372
1401 6.70253 6.67501 6.68422 20.0618
1402 6.71074 6.68317 6.69239 20.0863
1403 6.71896 6.69134 6.70056 20.1109
1404 6.72717 6.6995 6.70874 20.1354
1405 6.7354 6.70767 6.71692 20.16
1406 6.74362 6.71584 6.72511 20.1846
1407 6.75185 6.72402 6.7333 20.2092
1408 6.76008 6.73219 6.74149 20.2338
1409 6.76832 6.74038 6.74969 20.2584
1410 6.77656 6.74856 6.75788 20.283
1411 6.7848 6.75675 6.76609 20.3076
1412 6.79305 6.76494 6.77429 20.3323
1413 6.8013 6.77314 6.7825 20.3569
1414 6.80955 6.78133 6.79071 20.3816
1415 6.81781 6.78954 6.79893 20.4063
1416 6.82607 6.79774 6.80715 20.431
1417 6.83433 6.80595 6.81537 20.4556
1418 6.8426 6.81416 6.82359 20.4804
1419 6.85087 6.82237 6.83182 20.5051
1420 6.85914 6.83059 6.84005 20.5298
1421 6.86742 6.83881 6.84829 20.5545
1422 6.8757 6.84704 6.85653 20.5793
1423 6.88398 6.85527 6.86477 20.604
1424 6.89227 6.8635 6.87302 20.6288
1425 6.90056 6.87173 6.88127 20.6536
1426 6.90886 6.87997 6.88952 20.6783
1427 6.91715 6.88821 6.89777 20.7031
1428 6.92546 6.89645 6.90603 20.7279
1429 6.93376 6.9047 6.9143 20.7528
1430 6.94207 6.91295 6.92256 20.7776
1431 6.95038 6.92121 6.93083 20.8024
1432 6.95869 6.92947 6.9391 20.8273
1433 6.96701 6.93773 6.94738 20.8521
1434 6.97533 6.94599 6.95566 20.877
1435 6.98366 6.95426 6.96394 20.9019
1436 6.99198 6.96253 6.97223 20.9267
1437 7.00032 6.9708 6.98052 20.9516
1438 7.00865 6.97908 6.98881 20.9765
1439 7.01699 6.98736 6.99711 21.0015
1440 7.02533 6.99565 7.00541 21.0264
1441 7.03367 7.00394 7.01371 21.0513
1442 7.04202 7.01223 7.02202 21.0763
1443 7.05037 7.02052 7.03033 21.1012
1444 7.05873 7.02882 7.03864 21.1262
1445 7.06709 7.03712 7.04696 21.1512
1446 7.07545 7.04543 7.05528 21.1762
1447 7.08381 7.05374 7.0636 21.2012
1448 7.09218 7.06205 7.07193 21.2262
1449 7.10055 7.07037 7.08026 21.2512
1450 7.10892 7.07868 7.08859 21.2762
1451 7.1173 7.08701 7.09693 21.3012
1452 7.12568 7.09533 7.10527 21.3263
1453 7.13407 7.10366 7.11361 21.3513
1454 7.14246 7.11199 7.12196 21.3764
1455 7.15085 7.12033 7.13031 21.4015
1456 7.15924 7.12867 7.13866 21.4266
1457 7.16764 7.13701 7.14702 21.4517
1458 7.17604 7.14535 7.15538 21.4768
1459 7.18444 7.1537 7.16374 21.5019
1460 7.19285 7.16205 7.17211 21.527
1461 7.20126 7.17041 7.18048 21.5521
1462 7.20967 7.17876 7.18885 21.5773
1463 7.21809 7.18713 7.19723 21.6024
1464 7.22651 7.19549 7.20561 21.6276
1465 7.23494 7.20386 7.21399 21.6528
1466 7.24336 7.21223 7.22238 21.678
1467 7.25179 7.2206 7.23076 21.7032
1468 7.26023 7.22898 7.23916 21.7284
1469 7.26866 7.23736 7.24755 21.7536
1470 7.2771 7.24574 7.25595 21.7788
1471 7.28555 7.25413 7.26435 21.804
1472 7.29399 7.26252 7.27276 21.8293
1473 7.30244 7.27091 7.28117 21.8545
1474 7.3109 7.27931 7.28958 21.8798
1475 7.31935 7.28771 7.29799 21.9051
1476 7.32782 7.29611 7.30641 21.9303
1477 7.33628 7.30452 7.31483 21.9556
1478 7.34475 7.31292 7.32326 21.9809
1479 7.35322 7.32134 7.33169 22.0062
1480 7.36169 7.32975 7.34012 22.0316
1481 7.37017 7.33817 7.34855 22.0569
1482 7.37865 7.34659 7.35699 22.0822
1483 7.38713 7.35502 7.36543 22.1076
1484 7.39562 7.36345 7.37387 22.1329
1485 7.40411 7.37188 7.38232 22.1583
1486 7.4126 7.38031 7.39077 22.1837
1487 7.42109 7.38875 7.39922 22.2091
1488 7.42959 7.39719 7.40768 22.2345
1489 7.4381 7.40563 7.41614 22.2599
1490 7.4466 7.41408 7.4246 22.2853
1491 7.45511 7.42253 7.43307 22.3107
1492 7.46363 7.43098 7.44154 22.3362
1493 7.47214 7.43944 7.45001 22.3616
1494 7.48066 7.4479 7.45849 22.3871
1495 7.48918 7.45636 7.46697 22.4125
1496 7.49771 7.46483 7.47545 22.438
1497 7.50624 7.4733 7.48394 22.4635
1498 7.51477 7.48177 7.49243 22.489
1499 7.52331 7.49025 7.50092 22.5145
1500 7.53184 7.49872 7.50942 22.54
1501 7.54039 7.50721 7.51791 22.5655
1502 7.54893 7.51569 7.52642 22.591
1503 7.55748 7.52418 7.53492 22.6166
1504 7.56603 7.53267 7.54343 22.6421
1505 7.57459 7.54117 7.55194 22.6677
1506 7.58315 7.54966 7.56046 22.6933
1507 7.59171 7.55817 7.56898 22.7188
1508 7.60027 7.56667 7.5775 22.7444
1509 7.60884 7.57518 7.58602 22.77
1510 7.61741 7.58369 7.59455 22.7956
1511 7.62599 7.5922 7.60308 22.8213
1512 7.63456 7.60072 7.61161 22.8469
1513 7.64314 7.60924 7.62015 22.8725
1514 7.65173 7.61776 7.62869 22.8982
1515 7.66031 7.62629 7.63723 22.9238
1516 7.6689 7.63482 7.64578 22.9495
1517 7.6775 7.64335 7.65433 22.9752
1518 7.68609 7.65189 7.66288 23.0009
1519 7.69469 7.66043 7.67144 23.0266
1520 7.7033 7.66897 7.67999 23.0523
1521 7.7119 7.67751 7.68856 23.078
1522 7.72051 7.68606 7.69712 23.1037
1523 7.72912 7.69461 7.70569 23.1294
1524 7.73774 7.70317 7.71426 23.1552
1525 7.74636 7.71173 7.72283 23.1809
1526 7.75498 7.72029 7.73141 23.2067
1527 7.7636 7.72885 7.73999 23.2324
1528 7.77223 7.73742 7.74858 23.2582
1529 7.78086 7.74599 7.75716 23.284
1530 7.78949 7.75456 7.76575 23.3098
1531 7.79813 7.76313 7.77435 23.3356
1532 7.80677 7.77171 7.78294 23.3614
1533 7.81541 7.7803 7.79154 23.3873
1534 7.82406 7.78888 7.80014 23.4131
1535 7.83271 7.79747 7.80875 23.4389
1536 7.84136 7.80606 7.81736 23.4648
1537 7.85002 7.81466 7.82597 23.4906
1538 7.85868 7.82326 7.83459 23.5165
1539 7.86734 7.83186 7.84321 23.5424
1540 7.87601 7.84047 7.85183 23.5683
1541 7.88467 7.84907 7.86045 23.5942
1542 7.89335 7.85769 7.86908 23.6201
1543 7.90202 7.8663 7.87772 23.646
1544 7.9107 7.87492 7.88635 23.672
1545 7.91938 7.88354 7.89499 23.6979
1546 7.92807 7.89217 7.90363 23.7239
1547 7.93675 7.9008 7.91228 23.7498
1548 7.94544 7.90943 7.92093 23.7758
1549 7.95414 7.91806 7.92958 23.8018
1550 7.96284 7.9267 7.93823 23.8278
1551 7.97154 7.93534 7.94689 23.8538
1552 7.98024 7.94399 7.95555 23.8798
1553 7.98895 7.95264 7.96422 23.9058
1554 7.99766 7.96129 7.97289 23.9318
1555 8.00637 7.96994 7.98156 23.9579
1556 8.01509 7.9786 7.99024 23.9839
1557 8.02381 7.98726 7.99891 24.01
1558 8.03253 7.99593 8.00759 24.0361
1559 8.04126 8.00459 8.01628 24.0621
1560 8.04999 8.01327 8.02497 24.0882
1561 8.05872 8.02194 8.03366 24.1143
1562 8.06746 8.03062 8.04235 24.1404
1563 8.0762 8.0393 8.05105 24.1665
1564 8.08494 8.04798 8.05975 24.1927
1565 8.09368 8.05667 8.06846 24.2188
1566 8.10243 8.06536 8.07716 24.245
1567 8.11118 8.07405 8.08587 24.2711
1568 8.11994 8.08275 8.09459 24.2973
1569 8.1287 8.09145 8.1033 24.3235
1570 8.13746 8.10015 8.11202 24.3496
1571 8.14622 8.10886 8.12075 24.3758
1572 8.15499 8.11757 8.12948 24.402
1573 8.16376 8.12628 8.13821 24.4282
1574 8.17253 8.135 8.14694 24.4545
1575 8.18131 8.14371 8.15568 24.4807
1576 8.19009 8.15244 8.16442 24.5069
1577 8.19887 8.16116 8.17316 24.5332
1578 8.20766 8.16989 8.1819 24.5595
1579 8.21645 8.17862 8.19065 24.5857
1580 8.22524 8.18736 8.19941 24.612
1581 8.23404 8.1961 8.20816 24.6383
1582 8.24283 8.20484 8.21692 24.6646
1583 8.25163 8.21358 8.22569 24.6909
1584 8.26044 8.22233 8.23445 24.7172
1585 8.26925 8.23108 8.24322 24.7435
1586 8.27806 8.23983 8.25199 24.7699
1587 8.28687 8.24859 8.26077 24.7962
1588 8.29569 8.25735 8.26955 24.8226
1589 8.30451 8.26612 8.27833 24.849
1590 8.31333 8.27488 8.28712 24.8753
1591 8.32216 8.28365 8.2959 24.9017
1592 8.33099 8.29243 8.3047 24.9281
1593 8.33982 8.3012 8.31349 24.9545
1594 8.34865 8.30998 8.32229 24.9809
1595 8.35749 8.31877 8.33109 25.0074
1596 8.36633 8.32755 8.3399 25.0338
1597 8.37518 8.33634 8.34871 25.0602
1598 8.38403 8.34513 8.35752 25.0867
1599 8.39288 8.35393 8.36634 25.1131
1600 8.40173 8.36273 8.37515 25.1396
1601 8.41059 8.37153 8.38398 25.1661
1602 8.41945 8.38033 8.3928 25.1926
1603 8.42831 8.38914 8.40163 25.2191
1604 8.43718 8.39795 8.41046 25.2456
1605 8.44604 8.40677 8.4193 25.2721
1606 8.45492 8.41558 8.42814 25.2986
1607 8.46379 8.42441 8.43698 25.3252
1608 8.47267 8.43323 8.44582 25.3517
1609 8.48155 8.44206 8.45467 25.3783
1610 8.49044 8.45088 8.46352 25.4048
1611 8.49932 8.45972 8.47237 25.4314
1612 8.50821 8.46855 8.48123 25.458
1613 8.51711 8.47739 8.49009 25.4846
1614 8.526 8.48623 8.49895 25.5112
1615 8.5349 8.49508 8.50781 25.5378
1616 8.5438 8.50393 8.51668 25.5644
1617 8.55271 8.51278 8.52555 25.591
1618 8.56162 8.52163 8.53443 25.6177
1619 8.57053 8.53049 8.54331 25.6443
1620 8.57944 8.53935 8.55219 25.671
1621 8.58836 8.54821 8.56107 25.6976
1622 8.59728 8.55708 8.56995 25.7243
1623 8.6062 8.56595 8.57884 25.751
1624 8.61513 8.57482 8.58773 25.7777
1625 8.62406 8.5837 8.59663 25.8044
1626 8.63299 8.59257 8.60553 25.8311
1627 8.64193 8.60146 8.61443 25.8578
1628 8.65087 8.61034 8.62333 25.8845
1629 8.65981 8.61923 8.63224 25.9113
1630 8.66876 8.62812 8.64115 25.938
1631 8.67771 8.63701 8.65006 25.9648
1632 8.68666 8.64591 8.65898 25.9915
1633 8.69562 8.65481 8.66789 26.0183
1634 8.70457 8.66371 8.67682 26.0451
1635 8.71354 8.67261 8.68574 26.0719
1636 8.7225 8.68152 8.69467 26.0987
1637 8.73147 8.69043 8.7036 26.1255
1638 8.74044 8.69935 8.71254 26.1523
1639 8.74941 8.70827 8.72147 26.1792
1640 8.75839 8.71719 8.73041 26.206
1641 8.76737 8.72611 8.73936 26.2328
1642 8.77636 8.73504 8.74831 26.2597
1643 8.78534 8.74397 8.75726 26.2866
1644 8.79433 8.7529 8.76621 26.3134
1645 8.80333 8.76183 8.77517 26.3403
1646 8.81232 8.77077 8.78413 26.3672
1647 8.82132 8.77971 8.79309 26.3941
1648 8.83033 8.78866 8.80205 26.421
1649 8.83933 8.7976 8.81102 26.448
1650 8.84834 8.80655 8.82 26.4749
1651 8.85735 8.81551 8.82897 26.5018
1652 8.86637 8.82446 8.83795 26.5288
1653 8.87539 8.83342 8.84693 26.5557
1654 8.88441 8.84238 8.85592 26.5827
1655 8.89343 8.85135 8.86491 26.6097
1656 8.90246 8.86031 8.8739 26.6367
1657 8.91149 8.86928 8.88289 26.6637
1658 8.92052 8.87826 8.89189 26.6907
1659 8.92956 8.88723 8.90089 26.7177
1660 8.9386 8.89621 8.9099 26.7447
1661 8.94764 8.90519 8.9189 26.7717
1662 8.95669 8.91418 8.92791 26.7988
1663 8.96574 8.92317 8.93693 26.8258
1664 8.97479 8.93216 8.94594 26.8529
1665 8.98385 8.94115 8.95496 26.88
1666 8.9929 8.95015 8.96399 26.907
1667 9.00196 8.95914 8.97301 26.9341
1668 9.01103 8.96815 8.98204 26.9612
1669 9.0201 8.97715 8.99107 26.9883
1670 9.02917 8.98616 9.00011 27.0154
1671 9.03824 8.99517 9.00915 27.0426
1672 9.04732 9.00418 9.01819 27.0697
1673 9.05639 9.0132 9.02723 27.0968
1674 9.06548 9.02221 9.03628 27.124
1675 9.07456 9.03123 9.04533 27.1511
1676 9.08365 9.04026 9.05438 27.1783
1677 9.09274 9.04928 9.06344 27.2055
1678 9.10183 9.05831 9.0725 27.2326
1679 9.11093 9.06735 9.08156 27.2598
1680 9.12003 9.07638 9.09063 27.287
1681 9.12913 9.08542 9.0997 27.3142
1682 9.13824 9.09446 9.10877 27.3415
1683 9.14735 9.1035 9.11784 27.3687
1684 9.15646 9.11254 9.12692 27.3959
1685 9.16557 9.12159 9.136 27.4232
1686 9.17469 9.13064 9.14509 27.4504
1687 9.18381 9.1397 9.15417 27.4777
1688 9.19293 9.14875 9.16326 27.5049
1689 9.20205 9.15781 9.17235 27.5322
1690 9.21118 9.16687 9.18145 27.5595
1691 9.22031 9.17594 9.19055 27.5868
1692 9.22944 9.185 9.19965 27.6141
1693 9.23858 9.19407 9.20875 27.6414
1694 9.24772 9.20314 9.21786 27.6687
1695 9.25686 9.21222 9.22697 27.696
1696 9.266 9.22129 9.23608 27.7234
1697 9.27515 9.23037 9.2452 27.7507
1698 9.2843 9.23945 9.25431 27.7781
1699 9.29345 9.24854 9.26344 27.8054
1700 9.30261 9.25762 9.27256 27.8328
1701 9.31177 9.26671 9.28169 27.8602
1702 9.32093 9.27581 9.29082 27.8876
1703 9.33009 9.2849 9.29995 27.9149
1704 9.33926 9.294 9.30909 27.9423
1705 9.34843 9.3031 9.31822 27.9697
1706 9.3576 9.3122 9.32737 27.9972
1707 9.36678 9.3213 9.33651 28.0246
1708 9.37595 9.33041 9.34566 28.052
1709 9.38513 9.33952 9.35481 28.0795
1710 9.39432 9.34863 9.36396 28.1069
1711 9.4035 9.35775 9.37312 28.1344
1712 9.41269 9.36687 9.38228 28.1618
1713 9.42188 9.37599 9.39144 28.1893
1714 9.43108 9.38511 9.4006 28.2168
1715 9.44027 9.39423 9.40977 28.2443
1716 9.44947 9.40336 9.41894 28.2718
1717 9.45868 9.41249 9.42811 28.2993
1718 9.46788 9.42163 9.43729 28.3268
1719 9.47709 9.43076 9.44646 28.3543
1720 9.4863 9.4399 9.45565 28.3818
1721 9.49552 9.44904 9.46483 28.4094
1722 9.50473 9.45818 9.47401 28.4369
1723 9.51395 9.46733 9.4832 28.4645
1724 9.52317 9.47648 9.49239 28.492
1725 9.5324 9.48563 9.50159 28.5196
1726 9.54162 9.49478 9.51079 28.5472
1727 9.55085 9.50394 9.51999 28.5748
1728 9.56009 9.5131 9.52919 28.6024
1729 9.56932 9.52226 9.53839 28.63
1730 9.57856 9.53143 9.5476 28.6576
1731 9.5878 9.54059 9.55681 28.6852
1732 9.59705 9.54976 9.56602 28.7128
1733 9.60629 9.55894 9.57524 28.7405
1734 9.61554 9.56811 9.58445 28.7681
1735 9.62479 9.57729 9.59367 28.7958
1736 9.63405 9.58647 9.6029 28.8234
1737 9.6433 9.59565 9.61212 28.8511
1738 9.65256 9.60484 9.62135 28.8788
1739 9.66183 9.61403 9.63058 28.9064
1740 9.67109 9.62322 9.63981 28.9341
1741 9.68036 9.63241 9.64905 28.9618
1742 9.68963 9.64161 9.65829 28.9895
1743 9.6989 9.65081 9.66753 29.0172
1744 9.70818 9.66001 9.67677 29.045
1745 9.71746 9.66922 9.68602 29.0727
1746 9.72674 9.67842 9.69527 29.1004
1747 9.73602 9.68763 9.70452 29.1282
1748 9.74531 9.69685 9.71377 29.1559
1749 9.7546 9.70606 9.72303 29.1837
1750 9.76389 9.71528 9.73229 29.2115
1751 9.77318 9.7245 9.74155 29.2392
1752 9.78248 9.73372 9.75081 29.267
1753 9.79178 9.74295 9.76008 29.2948
1754 9.80108 9.75218 9.76934 29.3226
1755 9.81039 9.76141 9.77862 29.3504
1756 9.81969 9.77064 9.78789 29.3782
1757 9.829 9.77988 9.79717 29.406
1758 9.83832 9.78912 9.80644 29.4339
1759 9.84763 9.79836 9.81573 29.4617
1760 9.85695 9.80761 9.82501 29.4896
1761 9.86627 9.81685 9.8343 29.5174
1762 9.87559 9.8261 9.84358 29.5453
1763 9.88492 9.83535 9.85288 29.5731
1764 9.89425 9.84461 9.86217 29.601
1765 9.90358 9.85387 9.87147 29.6289
1766 9.91291 9.86313 9.88077 29.6568
1767 9.92225 9.87239 9.89007 29.6847
1768 9.93158 9.88165 9.89937 29.7126
1769 9.94093 9.89092 9.90868 29.7405
1770 9.95027 9.90019 9.91799 29.7684
1771 9.95961 9.90946 9.9273 29.7964
1772 9.96896 9.91874 9.93661 29.8243
1773 9.97831 9.92802 9.94593 29.8523
1774 9.98766 9.9373 9.95525 29.8802
1775 9.99702 9.94658 9.96458 29.9082
1776 10.0064 9.95587 9.9739 29.9361
1777 10.0157 9.96515 9.98323 29.9641
1778 10.0251 9.97444 9.99256 29.9921
1779 10.0345 9.98374 10.0019 30.0201
1780 10.0438 9.99304 10.0112 30.0481
1781 10.0532 10.0023 10.0206 30.0761
1782 10.0626 10.0116 10.0299 30.1041
1783 10.0719 10.0209 10.0393 30.1321
1784 10.0813 10.0302 10.0486 30.1602
1785 10.0907 10.0396 10.0579 30.1882
1786 10.1001 10.0489 10.0673 30.2163
1787 10.1095 10.0582 10.0767 30.2443
1788 10.1189 10.0675 10.086 30.2724
1789 10.1282 10.0768 10.0954 30.3004
1790 10.1376 10.0862 10.1047 30.3285
1791 10.147 10.0955 10.1141 30.3566
1792 10.1564 10.1048 10.1235 30.3847
1793 10.1658 10.1141 10.1328 30.4128
1794 10.1752 10.1235 10.1422 30.4409
1795 10.1846 10.1328 10.1516 30.469
1796 10.194 10.1421 10.161 30.4972
1797 10.2034 10.1515 10.1704 30.5253
1798 10.2129 10.1608 10.1797 30.5534
1799 10.2223 10.1702 10.1891 30.5816
1800 10.2317 10.1795 10.1985 30.6097
1801 10.2411 10.1889 10.2079 30.6379
1802 10.2505 10.1982 10.2173 30.6661
1803 10.26 10.2076 10.2267 30.6943
