# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
209 -0.00203073 -0.00370468 -0.00270779 -0.0084432
210 -0.0021294 -0.00370047 -0.00269855 -0.00852842
211 -0.00222364 -0.00369099 -0.00268084 -0.00859547
212 -0.0023127 -0.00367642 -0.00265458 -0.0086437
213 -0.00239576 -0.00365704 -0.00261975 -0.00867254
214 -0.00247201 -0.00363309 -0.00257646 -0.00868156
215 -0.00254066 -0.00360483 -0.00252493 -0.00867042
216 -0.00260099 -0.00357247 -0.00246549 -0.00863895
217 -0.00265234 -0.00353614 -0.00239865 -0.00858714
218 -0.00269414 -0.00349594 -0.00232502 -0.0085151
219 -0.00272595 -0.00345186 -0.00224529 -0.0084231
220 -0.00274745 -0.00340383 -0.00216025 -0.00831153
221 -0.00275845 -0.00335173 -0.00207072 -0.0081809
222 -0.00275892 -0.00329539 -0.00197751 -0.00803181
223 -0.00274898 -0.00323458 -0.00188142 -0.00786498
224 -0.00272893 -0.00316909 -0.00178323 -0.00768124
225 -0.0026992 -0.00309872 -0.00168366 -0.00748158
226 -0.00266039 -0.00302332 -0.00158339 -0.00726709
227 -0.00261315 -0.00294277 -0.00148305 -0.00703897
228 -0.00255823 -0.00285707 -0.00138319 -0.0067985
229 -0.00249642 -0.00276627 -0.00128431 -0.006547
230 -0.0024285 -0.00267052 -0.0011868 -0.00628583
231 -0.00235524 -0.00257007 -0.00109096 -0.00601627
232 -0.00227738 -0.00246521 -0.000996964 -0.00573955
233 -0.00219562 -0.00235631 -0.00090487 -0.0054568
234 -0.00211065 -0.0022438 -0.000814585 -0.00516904
235 -0.00202313 -0.0021281 -0.000725888 -0.00487711
236 -0.00193364 -0.00200967 -0.00063842 -0.00458173
237 -0.00184273 -0.00188897 -0.000551716 -0.00428342
238 -0.00175087 -0.00176644 -0.000465227 -0.00398254
239 -0.00165842 -0.00164251 -0.000378333 -0.00367926
240 -0.00156567 -0.00151754 -0.000290363 -0.00337357
241 -0.00147276 -0.00139186 -0.000200614 -0.00306524
242 -0.00137973 -0.00126574 -0.000108382 -0.00275386
243 -0.00128653 -0.00113936 -1.29893e-05 -0.00243888
244 -0.00119301 -0.00101282 8.61928e-05 -0.00211964
245 -0.00109895 -0.000886121 0.000189723 -0.00179535
246 -0.00100413 -0.000759146 0.00029805 -0.00146523
247 -0.00090829 -0.000631698 0.000411492 -0.0011285
248 -0.000811204 -0.000503505 0.000530226 -0.000784483
249 -0.000712685 -0.000374241 0.000654276 -0.00043265
250 -0.000612605 -0.000243541 0.000783508 -7.26374e-05
251 -0.000510912 -0.000111022 0.000917654 0.00029572
252 -0.000407625 2.36982e-05 0.00105632 0.000672391
253 -0.00030284 0.000160992 0.001199 0.00105715
254 -0.000196711 0.000301201 0.0013451 0.00144959
255 -8.94366e-05 0.000444625 0.00149401 0.00184919
256 1.87623e-05 0.000591504 0.00164504 0.00225531
257 0.00012766 0.000741997 0.00179756 0.00266721
258 0.00023703 0.000896149 0.00195091 0.00308409
259 0.000346654 0.00105386 0.00210451 0.00350502
260 0.000456323 0.00121489 0.00225778 0.00392899
261 0.000565826 0.00137885 0.00241019 0.00435487
262 0.00067495 0.00154523 0.00256127 0.00478145
263 0.000783465 0.00171342 0.00271055 0.00520743
264 0.000891117 0.00188274 0.00285759 0.00563145
265 0.000997622 0.00205253 0.00300198 0.00605213
266 0.00110265 0.00222215 0.00314331 0.00646811
267 0.00120582 0.00239104 0.00328116 0.00687802
268 0.00130673 0.00255874 0.00341512 0.00728058
269 0.00140492 0.00272488 0.00354477 0.00767457
270 0.00149998 0.00288925 0.00366968 0.0080589
271 0.00159146 0.00305172 0.00378943 0.00843261
272 0.00167898 0.00321231 0.0039036 0.00879489
273 0.00176222 0.00337109 0.00401182 0.00914514
274 0.00184095 0.00352821 0.00411377 0.00948293
275 0.00191504 0.00368382 0.00420918 0.00980805
276 0.00198446 0.00383808 0.0042979 0.0101204
277 0.00204928 0.00399111 0.00437985 0.0104202
278 0.00210966 0.00414296 0.00445507 0.0107077
279 0.00216583 0.0042936 0.00452368 0.0109831
280 0.00221806 0.00444294 0.0045859 0.0112469
281 0.00226668 0.0045908 0.00464207 0.0114995
282 0.002312 0.00473692 0.00469255 0.0117415
283 0.00235428 0.00488102 0.00473777 0.0119731
284 0.00239378 0.00502275 0.00477816 0.0121947
285 0.00243069 0.00516172 0.00481416 0.0124066
286 0.00246513 0.00529755 0.00484613 0.0126088
287 0.00249717 0.00542988 0.00487439 0.0128014
288 0.00252683 0.00555836 0.00489919 0.0129844
289 0.00255409 0.0056827 0.00492071 0.0131575
290 0.0025789 0.00580266 0.0049391 0.0133207
291 0.0026012 0.00591809 0.00495448 0.0134738
292 0.00262094 0.00602893 0.00496691 0.0136168
293 0.00263808 0.00613517 0.0049765 0.0137498
294 0.00265264 0.0062369 0.00498334 0.0138729
295 0.00266467 0.00633426 0.00498757 0.0139865
296 0.0026743 0.00642741 0.00498934 0.014091
297 0.00268169 0.00651654 0.00498885 0.0141871
298 0.00268712 0.0066018 0.00498633 0.0142752
299 0.00269089 0.00668332 0.00498204 0.0143562
300 0.00269337 0.00676119 0.00497629 0.0144309
301 0.00269497 0.00683547 0.00496939 0.0144998
302 0.00269611 0.00690611 0.00496165 0.0145639
303 0.0026972 0.00697306 0.00495341 0.0146237
304 0.00269865 0.00703617 0.00494498 0.0146798
305 0.0027008 0.00709528 0.00493663 0.0147327
306 0.002704 0.00715017 0.00492859 0.0147828
307 0.00270852 0.0072006 0.00492103 0.0148301
308 0.00271462 0.00724631 0.004914 0.0148749
309 0.00272252 0.00728702 0.00490747 0.014917
310 0.00273241 0.00732243 0.00490131 0.0149562
311 0.00274446 0.00735226 0.00489531 0.014992
312 0.00275879 0.0073762 0.00488917 0.0150242
313 0.00277548 0.00739399 0.00488257 0.015052
314 0.00279457 0.00740536 0.00487511 0.015075
315 0.00281605 0.00741007 0.00486644 0.0150926
316 0.0028399 0.00740793 0.0048562 0.015104
317 0.00286602 0.00739879 0.00484405 0.0151089
318 0.00289431 0.00738251 0.0048297 0.0151065
319 0.00292464 0.00735901 0.00481291 0.0150966
320 0.00295688 0.00732827 0.00479352 0.0150787
321 0.00299086 0.00729031 0.00477142 0.0150526
322 0.00302638 0.0072452 0.00474658 0.0150182
323 0.00306321 0.00719314 0.00471901 0.0149754
324 0.00310111 0.0071344 0.00468878 0.0149243
325 0.00313977 0.00706933 0.00465598 0.0148651
326 0.0031789 0.00699841 0.00462074 0.0147981
327 0.0032182 0.00692219 0.00458321 0.0147236
328 0.00325737 0.00684129 0.00454354 0.0146422
329 0.00329618 0.00675638 0.00450189 0.0145545
330 0.00333447 0.00666813 0.00445847 0.0144611
331 0.00337209 0.00657721 0.00441348 0.0143628
332 0.00340901 0.00648422 0.00436711 0.0142603
333 0.00344522 0.00638971 0.00431959 0.0141545
334 0.00348079 0.00629416 0.00427108 0.014046
335 0.00351584 0.00619792 0.00422173 0.0139355
336 0.00355047 0.00610127 0.00417163 0.0138234
337 0.00358484 0.00600443 0.0041208 0.0137101
338 0.00361906 0.00590749 0.00406921 0.0135958
339 0.00365321 0.00581051 0.00401678 0.0134805
340 0.00368733 0.00571348 0.0039634 0.0133642
341 0.00372137 0.00561635 0.003909 0.0132467
342 0.00375526 0.00551907 0.00385351 0.0131278
343 0.00378884 0.00542157 0.00379692 0.0130073
344 0.00382192 0.00532375 0.00373928 0.0128849
345 0.00385429 0.00522555 0.00368071 0.0127606
346 0.00388577 0.0051269 0.00362139 0.0126341
347 0.00391618 0.00502771 0.00356159 0.0125055
348 0.00394538 0.00492794 0.00350161 0.0123749
349 0.00397324 0.00482758 0.00344182 0.0122426
350 0.00399968 0.00472664 0.00338261 0.0121089
351 0.00402465 0.00462521 0.00332439 0.0119742
352 0.00404809 0.00452342 0.00326754 0.011839
353 0.00406995 0.0044215 0.00321239 0.0117038
354 0.00409017 0.00431976 0.00315921 0.0115691
355 0.0041087 0.00421856 0.00310818 0.0114354
356 0.0041255 0.00411834 0.00305939 0.0113032
357 0.00414054 0.00401955 0.00301284 0.0111729
358 0.00415385 0.0039227 0.00296845 0.011045
359 0.0041655 0.00382831 0.00292612 0.0109199
360 0.00417561 0.00373692 0.00288571 0.0107982
361 0.00418434 0.00364903 0.00284713 0.0106805
362 0.0041919 0.00356513 0.00281032 0.0105673
363 0.00419851 0.00348566 0.00277525 0.0104594
364 0.0042044 0.00341099 0.00274197 0.0103574
365 0.00420983 0.00334141 0.00271061 0.0102619
366 0.00421504 0.00327711 0.00268134 0.0101735
367 0.00422026 0.00321822 0.00265436 0.0100928
368 0.0042257 0.00316476 0.00262992 0.0100204
369 0.00423157 0.0031167 0.0026083 0.00995657
370 0.00423802 0.00307395 0.00258976 0.00990173
371 0.00424518 0.00303638 0.00257453 0.00985608
372 0.00425308 0.00300384 0.00256279 0.00981971
373 0.00426173 0.00297618 0.00255468 0.00979258
374 0.00427108 0.00295323 0.00255019 0.00977449
375 0.00428106 0.00293485 0.00254924 0.00976516
376 0.00429161 0.00292095 0.00255164 0.0097642
377 0.00430264 0.00291143 0.00255709 0.00977116
378 0.00431411 0.00290626 0.00256524 0.00978561
379 0.00432603 0.00290541 0.00257569 0.00980713
380 0.00433844 0.00290893 0.00258803 0.00983539
381 0.00435141 0.00291687 0.00260187 0.00987015
382 0.00436501 0.00292931 0.00261688 0.0099112
383 0.00437935 0.0029463 0.00263275 0.0099584
384 0.0043945 0.00296785 0.00264927 0.0100116
385 0.00441051 0.00299395 0.00266624 0.0100707
386 0.00442743 0.00302448 0.00268355 0.0101355
387 0.00444526 0.00305929 0.0027011 0.0102057
388 0.00446405 0.00309816 0.00271887 0.0102811
389 0.00448386 0.00314086 0.00273682 0.0103615
390 0.00450484 0.00318711 0.00275499 0.0104469
391 0.00452717 0.00323663 0.00277342 0.0105372
392 0.00455114 0.00328915 0.0027922 0.0106325
393 0.00457706 0.00334436 0.00281146 0.0107329
394 0.00460528 0.00340197 0.00283137 0.0108386
395 0.00463609 0.00346165 0.00285212 0.0109499
396 0.00466974 0.00352305 0.00287391 0.0110667
397 0.00470635 0.00358583 0.00289698 0.0111892
398 0.00474589 0.00364963 0.00292161 0.0113171
399 0.00478823 0.00371407 0.00294808 0.0114504
400 0.00483305 0.0037788 0.00297669 0.0115885
401 0.00487994 0.00384345 0.00300775 0.0117311
402 0.0049284 0.00390768 0.00304159 0.0118777
403 0.00497786 0.00397113 0.00307852 0.0120275
404 0.00502776 0.00403345 0.00311889 0.0121801
405 0.00507749 0.00409429 0.003163 0.0123348
406 0.0051265 0.00415327 0.00321113 0.0124909
407 0.00517425 0.00421003 0.00326351 0.0126478
408 0.00522025 0.00426417 0.00332029 0.0128047
409 0.00526404 0.00431534 0.00338153 0.0129609
410 0.00530519 0.00436321 0.00344715 0.0131155
411 0.00534326 0.00440751 0.00351695 0.0132677
412 0.00537781 0.00444804 0.00359059 0.0134164
413 0.0054084 0.00448469 0.00366761 0.0135607
414 0.00543457 0.00451744 0.00374743 0.0136994
415 0.00545588 0.00454635 0.00382944 0.0138317
416 0.00547188 0.00457161 0.00391293 0.0139564
417 0.0054822 0.00459347 0.0039972 0.0140729
418 0.00548652 0.00461228 0.00408152 0.0141803
419 0.00548464 0.00462847 0.00416519 0.0142783
420 0.00547643 0.00464248 0.00424756 0.0143665
421 0.00546191 0.0046548 0.00432803 0.0144447
422 0.00544116 0.00466592 0.00440609 0.0145132
423 0.00541439 0.00467631 0.00448131 0.014572
424 0.00538188 0.00468639 0.00455335 0.0146216
425 0.00534399 0.0046965 0.00462195 0.0146625
426 0.00530113 0.00470689 0.00468696 0.014695
427 0.00525372 0.00471771 0.00474825 0.0147197
428 0.00520221 0.00472898 0.00480579 0.014737
429 0.00514705 0.00474064 0.00485958 0.0147473
430 0.00508866 0.00475255 0.00490965 0.0147509
