# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
446 -0.0156662 -0.016225 -0.0158142 -0.0477053
447 -0.0157974 -0.0164964 -0.015975 -0.0482688
448 -0.0158758 -0.0167117 -0.0160761 -0.0486637
449 -0.0159005 -0.0168693 -0.0161172 -0.048887
450 -0.0158708 -0.0169676 -0.0160983 -0.0489367
451 -0.0157862 -0.0170054 -0.01602 -0.0488116
452 -0.0156467 -0.0169815 -0.0158829 -0.0485112
453 -0.0154526 -0.0168952 -0.0156883 -0.0480361
454 -0.0152046 -0.0167461 -0.0154374 -0.047388
455 -0.0149034 -0.0165339 -0.0151319 -0.0465693
456 -0.0145506 -0.016259 -0.0147737 -0.0455833
457 -0.0141476 -0.015922 -0.0143646 -0.0444342
458 -0.0136962 -0.0155241 -0.0139068 -0.0431271
459 -0.0131986 -0.0150669 -0.0134024 -0.0416679
460 -0.0126571 -0.0145525 -0.0128536 -0.0400631
461 -0.0120739 -0.0139835 -0.0122625 -0.0383199
462 -0.0114517 -0.0133627 -0.0116314 -0.0364459
463 -0.0107932 -0.0126936 -0.0109627 -0.0344495
464 -0.010101 -0.0119796 -0.0102587 -0.0323392
465 -0.00937778 -0.0112245 -0.0095219 -0.0301241
466 -0.00862638 -0.0104323 -0.00875514 -0.0278138
467 -0.00784951 -0.00960726 -0.00796127 -0.025418
468 -0.00704993 -0.0087536 -0.00714341 -0.0229469
469 -0.00623043 -0.00787572 -0.00630483 -0.020411
470 -0.00539382 -0.00697802 -0.00544893 -0.0178208
471 -0.00454295 -0.00606488 -0.00457927 -0.0151871
472 -0.00368071 -0.00514058 -0.00369943 -0.0125207
473 -0.00280999 -0.00420919 -0.00281305 -0.00983224
474 -0.00193374 -0.00327459 -0.00192377 -0.0071321
475 -0.00105486 -0.00234031 -0.00103519 -0.00443036
476 -0.000176276 -0.00140958 -0.000150798 -0.00173665
477 0.000699123 -0.000485261 0.00072598 0.000939842
478 0.00156846 0.000430069 0.00159186 0.0035904
479 0.00242891 0.00133412 0.0024437 0.00620673
480 0.00327769 0.00222478 0.00327844 0.00878091
481 0.00411207 0.00310007 0.00409316 0.0113053
482 0.00492941 0.00395806 0.00488501 0.0137725
483 0.00572713 0.00479676 0.00565126 0.0161752
484 0.00650275 0.00561416 0.00638925 0.0185062
485 0.00725381 0.00640818 0.00709645 0.0207584
486 0.00797794 0.00717667 0.0077705 0.0229251
487 0.00867278 0.00791748 0.00840927 0.0249995
488 0.00933604 0.00862849 0.00901089 0.0269754
489 0.00996549 0.00930772 0.00957381 0.028847
490 0.010559 0.0099533 0.0100968 0.030609
491 0.0111144 0.0105636 0.010579 0.032257
492 0.01163 0.0111372 0.0110198 0.0337869
493 0.012104 0.0116728 0.0114188 0.0351957
494 0.012535 0.0121696 0.0117761 0.0364807
495 0.0129218 0.0126267 0.0120916 0.0376401
496 0.0132634 0.0130436 0.0123655 0.0386725
497 0.0135592 0.01342 0.0125982 0.0395774
498 0.0138088 0.0137555 0.01279 0.0403542
499 0.014012 0.01405 0.0129414 0.0410033
500 0.0141688 0.0143033 0.013053 0.0415251
501 0.0142796 0.0145154 0.0131254 0.0419205
502 0.014345 0.0146862 0.0131594 0.0421906
503 0.0143655 0.0148157 0.0131559 0.0423372
504 0.0143422 0.0149039 0.0131159 0.042362
505 0.0142761 0.0149509 0.0130404 0.0422674
506 0.0141685 0.014957 0.0129305 0.042056
507 0.0140211 0.0149222 0.0127874 0.0417307
508 0.0138353 0.0148471 0.0126123 0.0412947
509 0.0136132 0.014732 0.0124063 0.0407515
